CountryKey,Country,ISO3,Region,IsLatAm,IsPeru,Economy,Governance,Infrastructure,Innovation,Talent,PillarCoverage,Score_Quality,AI_Readiness_Score_AllAvailable,AI_Readiness_Score_Comparable,Global_Rank_Comparable
184,South Africa,ZAF,Other Regions,False,False,6.000000000000001,31.185608920996483,38.78970360642818,1.1947179946284692,8.22680412371134,5,Full coverage,17.079366929152894,17.079366929152894,113.0
185,South Georgia and South Sandwich Is.,SGS,Other Regions,False,False,,,,0.0,,1,Low coverage,0.0,,
186,South Korea,KOR,Other Regions,False,False,14.000000000000004,60.1213333236039,70.56557077788614,11.236794986571175,20.0,5,Full coverage,35.18473981761224,35.18473981761224,39.0
187,South Sudan,SSD,Other Regions,False,False,,5.16726071992135,3.600362141032566,,,2,Low coverage,4.383811430476958,,
188,Spain,ESP,Other Regions,False,False,7.000000000000002,63.853993381438926,60.09421278940009,7.008952551477172,37.96907216494845,5,Full coverage,35.185246177452925,35.185246177452925,38.0
189,Sri Lanka,LKA,Other Regions,False,False,2.0,23.351362816390562,39.79713822966589,0.35094001790510293,40.508591065292094,5,Full coverage,21.20160642585073,21.20160642585073,100.0
190,St. Kitts And Nevis,KNA,Other Regions,False,False,,28.164044046425047,30.487537697298663,,84.5360824742268,3,Low coverage,47.7292214059835,,
191,St. Lucia,LCA,Other Regions,False,False,,18.63436118032848,24.149938660912618,,,2,Low coverage,21.392149920620547,,
192,St. Vincent And The Grenadines,VCT,Other Regions,False,False,,33.2790335039681,38.95223820782473,0.0,,3,Low coverage,24.07709057059761,,
193,Sudan,SDN,Other Regions,False,False,,13.397028631583414,19.943669445089395,0.10743061772605193,0.5154639175257731,4,Comparable partial,8.490898152981158,8.490898152981158,121.0
194,Suriname,SUR,Latin America & Caribbean,True,False,,31.875212837660953,36.062949226727106,0.0,,3,Low coverage,22.646054021462685,,
195,Sweden,SWE,Other Regions,False,False,12.000000000000002,62.09969015214669,55.258883495696715,5.416293643688451,71.98969072164947,5,Full coverage,41.35291160263627,41.35291160263627,18.0
196,Switzerland,CHE,Other Regions,False,False,12.000000000000002,50.472018094774896,60.874692704300074,10.982094897045657,30.0,5,Full coverage,32.86576113922413,32.86576113922413,50.0
197,Syria,SYR,Other Regions,False,False,,4.28149866155028,3.2347972704339933,0.03222918531781558,,3,Low coverage,2.5161750391006965,,
198,São Tomé and Principe,STP,Other Regions,False,False,,17.888823738484746,18.388330212900982,,,2,Low coverage,18.138576975692864,,
199,Taiwan,TWN,Other Regions,False,False,5.0,43.36322971552143,62.15156361643974,5.58325872873769,41.12371134020618,5,Full coverage,31.444352680181005,31.444352680181005,54.0
200,Tajikistan,TJK,Other Regions,False,False,,15.888961809831066,33.502236439777214,0.007162041181736795,,3,Low coverage,16.466120096930005,,
201,Tanzania,TZA,Other Regions,False,False,,31.836447397026298,84.16280331135654,0.053715308863025966,,3,Low coverage,38.68432200574862,,
202,Thailand,THA,Other Regions,False,False,2.0,46.20731876553417,57.67677100290055,1.4453894359892572,35.70790378006872,5,Full coverage,28.60747659689854,28.60747659689854,68.0
203,Timor-Leste,TLS,Other Regions,False,False,,40.487125527841364,32.22200165803566,0.0035810205908683975,,3,Low coverage,24.237569402155966,,
204,Togo,TGO,Other Regions,False,False,,20.97031945519772,78.1956149054076,0.007162041181736795,,3,Low coverage,33.05769880059569,,
205,Tonga,TON,Other Regions,False,False,,33.68676510085201,17.439683854395955,,91.75257731958762,3,Low coverage,47.62634209161186,,
206,Trinidad And Tobago,TTO,Latin America & Caribbean,True,False,,18.752898678163454,52.66847013749049,0.010743061772605193,62.886597938144334,4,Comparable partial,33.57967745389272,33.57967745389272,48.0
207,Tunisia,TUN,Other Regions,False,False,2.0,24.991208150038297,46.763516984947636,1.612354521038496,29.512027491408933,5,Full coverage,20.975821429486672,20.975821429486672,101.0
208,Turkey,TUR,Other Regions,False,False,,81.24770787297881,78.7095086717585,5.894359892569382,48.96907216494846,4,Comparable partial,53.705162150563794,53.705162150563794,4.0
209,Turkmenistan,TKM,Other Regions,False,False,,4.8993123828901775,10.189566499073221,0.0,,3,Low coverage,5.0296262939878,,
210,Turks and Caicos Islands,TCA,Other Regions,False,False,,,,0.0,,1,Low coverage,0.0,,
211,Tuvalu,TUV,Other Regions,False,False,,11.457922679253214,9.702389895075262,,,2,Low coverage,10.580156287164238,,
212,Uganda,UGA,Other Regions,False,False,,28.183216565666623,88.97612088131461,0.03939122649955237,56.70103092783504,4,Comparable partial,43.474939900328955,43.474939900328955,9.0
213,Ukraine,UKR,Other Regions,False,False,2.0,50.98363562911288,50.225401064110414,1.0872873769024172,27.783505154639172,5,Full coverage,26.41596584495298,26.41596584495298,79.0
214,United Arab Emirates,ARE,Other Regions,False,False,13.0,56.08515491654128,59.8788761120219,6.2752909579230085,6.000000000000001,5,Full coverage,28.247864397297235,28.247864397297235,70.0
215,United Kingdom,GBR,Other Regions,False,False,25.0,79.75667257942746,61.21147546988057,20.407788719785138,59.80756013745704,5,Full coverage,49.23669938131004,49.23669938131004,7.0
216,United States,USA,Other Regions,False,False,100.0,86.32408013408374,91.70825008386532,82.74127126230975,75.25773195876288,5,Full coverage,87.20626668780433,87.20626668780433,1.0
217,United States Minor Outlying Islands,UMI,Other Regions,False,False,,,,,8.24742268041237,1,Low coverage,8.24742268041237,,
218,United States Virgin Islands,VIR,Other Regions,False,False,,,,0.0,,1,Low coverage,0.0,,
219,Uruguay,URY,Latin America & Caribbean,True,False,2.0,51.494836562463306,52.573374770069954,0.05729632945389436,38.092783505154635,5,Full coverage,28.843658233428357,28.843658233428357,65.0
220,Uzbekistan,UZB,Other Regions,False,False,,44.43056160322232,98.2466020278476,0.08236347358997313,28.35051546391753,4,Comparable partial,42.77751064214436,42.77751064214436,12.0
221,Vanuatu,VUT,Other Regions,False,False,,40.909809749732815,63.36815108443054,,,2,Low coverage,52.138980417081676,,
222,Vatican,VAT,Other Regions,False,False,,,,0.0,,1,Low coverage,0.0,,
223,Venezuela,VEN,Latin America & Caribbean,True,False,,33.627143103040694,39.960979472126496,0.10743061772605193,70.10309278350516,4,Comparable partial,35.9496614940996,35.9496614940996,35.0
224,Vietnam,VNM,Other Regions,False,False,2.0,41.44793819347449,53.62269391057507,1.7211280214861235,47.704467353951884,5,Full coverage,29.299245495897516,29.299245495897516,63.0
225,Yemen,YEM,Other Regions,False,False,,6.182605859409379,9.735318610580327,0.11817367949865712,6.701030927835052,4,Comparable partial,5.684282269330854,5.684282269330854,122.0
226,Zambia,ZMB,Other Regions,False,False,,25.159976394680584,72.1847024039272,0.03222918531781558,,3,Low coverage,32.458969327975204,,
227,Zimbabwe,ZWE,Other Regions,False,False,,18.400663603073465,33.678199263257405,0.010743061772605193,,3,Low coverage,17.363201976034492,,
